="É^ÉCÉgÉãÅFéËîzïKóvêîàÍóó"

="É_ÉEÉìÉçÅ[Éhì˙éûÅF2024/01/23 11:04:52"

="ëŒè€îNåéÅFÅÉ2023îN12åéÅÑÅGíSìñçHèÍÅFÅÉëÊÇPÅÑÅGåvéZãÊï™ÅFÅÉ 6éüïœçX 2023/12/19 17:52:02ÅÑÅGéËîzãÊï™ÅFÅÉédì¸êÊéËîzÅFéwíËÇ†ÇËÅGédì¸êÊíºëóÅFéwíËÇ†ÇËÅGédì¸êÊéxããÅFéwíËÇ»ÇµÅGëºçHèÍéËîzÅFéwíËÇ»ÇµÅGéÛããéËîzÅFéwíËÇ»ÇµÅGÅÑ;êÆîıé∫å¿íËÅFÅÉ1YÅFëÊÇPçHèÍÅÑÅGïiî‘éwíËÅFÅÉÅÑÅGédì¸êÊéwíËÅFÅÉÅÑÅGédì¸êÊçHèÍãÊï™ÅFÅÉÅÑÅGç∑ï™ï\é¶éwé¶ÅFÅÉñ≥ÇµÅÑÅG"

="åüçıåèêîÅFÅÉ  382ÅÑÅG"
="IX000 èàóùÇ™ê≥èÌÇ…äÆóπÇµÇ‹ÇµÇΩÅG"

="ïiî‘",="â¡çHê}ïÑçÜ",="ê›ïœïÑçÜ",="ïiñº",="ÉXÉeÅ[É^ÉX",="î≠íçãÊï™",="êÆîıé∫",="êÆîıé∫ñº",="éËîzãÊï™",="çHíˆì‡äOêª",="çHíˆÉRÅ[Éh",="édì¸êÊñº/çHèÍñº",="î≠ëóèÍèä",="î≠ëóèÍèäñº",="éÛãããÊï™",="å„çHíˆì‡äOêª",="å„çHíˆÉRÅ[Éh",="å„çHíˆédì¸êÊñº/çHèÍñº",="éÛì¸èÍèä",="éÛì¸èÍèäñº",="î†éÌóﬁ","é˚óeêî","äÓèÄç›å…ì˙êî","äÓèÄç›å…ñáêî","ÉTÉCÉNÉãä‘äu",="ÉTÉCÉNÉãâÒêî","ÉTÉCÉNÉãèÓïÒ",="çXêV",="çXêVé“",="ç≈èIçXêVì˙éû",="É}ÉCÉiÉXïKóvêîóLñ≥","ìñåéïKóvêî",="ìñåéâ“ì≠ì˙êî","óÇåéïKóvêî",="óÇåéâ“ì≠ì˙êî","óÇÅXåéïKóvêî",="óÇÅXåéâ“ì≠ì˙êî","óÇÅXÅXåéïKóvêî",="óÇÅXÅXåéâ“ì≠ì˙êî","1(ã‡)","2(ìy)","3(ì˙)","4(åé)","5(âŒ)","6(êÖ)","7(ñÿ)","8(ã‡)","9(ìy)","10(ì˙)","11(åé)","12(âŒ)","13(êÖ)","14(ñÿ)","15(ã‡)","16(ìy)","17(ì˙)","18(åé)","19(âŒ)","20(êÖ)","21(ñÿ)","22(ã‡)","23(ìy)","24(ì˙)","25(åé)","26(âŒ)","27(êÖ)","28(ñÿ)","29(ã‡)","30(ìy)","31(ì˙)","ìñåéåvéZêî","óÇåéåvéZêî","óÇÅXåéåvéZêî","óÇÅXÅXåéåvéZêî","1(ã‡)","2(ìy)","3(ì˙)","4(åé)","5(âŒ)","6(êÖ)","7(ñÿ)","8(ã‡)","9(ìy)","10(ì˙)","11(åé)","12(âŒ)","13(êÖ)","14(ñÿ)","15(ã‡)","16(ìy)","17(ì˙)","18(åé)","19(âŒ)","20(êÖ)","21(ñÿ)","22(ã‡)","23(ìy)","24(ì˙)","25(åé)","26(âŒ)","27(êÖ)","28(ñÿ)","29(ã‡)","30(ìy)","31(ì˙)"
="90930-03179",="",=" A","PLUG, BREATHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","      500","  1.00"," 1.0","1",="06","  5.76",="",="",="",="","     17,064",="24.0","     15,213",="18.0","     18,250",="21.0","     18,488",="21.0","        748","        376","          0","        797","        746","        796","        797","        746","        376","          0","        797","        747","        797","        799","        748","        376","          0","        797","        746","        797","        859","        693","        376","          0","        797","        809","        797","        747","          0","          0","          0","     17,064","     15,213","     18,250","     18,488","        748","        376","          0","        797","        746","        796","        797","        746","        376","          0","        797","        747","        797","        799","        748","        376","          0","        797","        746","        797","        859","        693","        376","          0","        797","        809","        797","        747","          0","          0","          0"
="91551-80614",="",="","BOLT, FLANGE",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,500","  1.08"," 3.0","1",="06","  5.76",="",="",="",="","     73,822",="20.0","     66,666",="18.0","     79,272",="21.0","     77,428",="21.0","      3,666","          0","          0","      3,648","      3,636","      3,632","      3,636","      3,648","          0","          0","      3,700","      3,702","      3,698","      3,692","      3,714","          0","          0","      3,686","      3,672","      3,648","      3,968","      3,420","          0","          0","      3,678","      3,990","      3,700","      3,688","          0","          0","          0","     73,822","     66,666","     79,272","     77,428","      3,666","          0","          0","      3,648","      3,636","      3,632","      3,636","      3,648","          0","          0","      3,700","      3,702","      3,698","      3,692","      3,714","          0","          0","      3,686","      3,672","      3,648","      3,968","      3,420","          0","          0","      3,678","      3,990","      3,700","      3,688","          0","          0","          0"
="91551-80640",="",="","BOLT, FLANGE",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,000","  1.08"," 3.0","1",="06","  5.76",="",="",="",="","     30,020",="20.0","     27,170",="18.0","     32,248",="21.0","     32,768",="21.0","      1,496","          0","          0","      1,494","      1,492","      1,492","      1,494","      1,492","          0","          0","      1,494","      1,494","      1,494","      1,498","      1,496","          0","          0","      1,494","      1,492","      1,494","      1,618","      1,386","          0","          0","      1,494","      1,618","      1,494","      1,494","          0","          0","          0","     30,020","     27,170","     32,248","     32,768","      1,496","          0","          0","      1,494","      1,492","      1,492","      1,494","      1,492","          0","          0","      1,494","      1,494","      1,494","      1,498","      1,496","          0","          0","      1,494","      1,492","      1,494","      1,618","      1,386","          0","          0","      1,494","      1,618","      1,494","      1,494","          0","          0","          0"
="91611-40614",="",="","BOLT, W/WASHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    2,500","  1.06"," 3.0","1",="06","  5.76",="",="",="",="","    240,160",="20.0","    217,360",="18.0","    257,984",="21.0","    262,144",="21.0","     11,968","          0","          0","     11,952","     11,936","     11,936","     11,952","     11,936","          0","          0","     11,952","     11,952","     11,952","     11,984","     11,968","          0","          0","     11,952","     11,936","     11,952","     12,944","     11,088","          0","          0","     11,952","     12,944","     11,952","     11,952","          0","          0","          0","    240,160","    217,360","    257,984","    262,144","     11,968","          0","          0","     11,952","     11,936","     11,936","     11,952","     11,936","          0","          0","     11,952","     11,952","     11,952","     11,984","     11,968","          0","          0","     11,952","     11,936","     11,952","     12,944","     11,088","          0","          0","     11,952","     12,944","     11,952","     11,952","          0","          0","          0"
="91671-80618",="",="","BOLT, FLANGE W/WASHER",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","    1,000","  1.07"," 3.0","1",="06","  5.76",="",="",="",="","     45,030",="20.0","     40,755",="18.0","     48,372",="21.0","     49,152",="21.0","      2,244","          0","          0","      2,241","      2,238","      2,238","      2,241","      2,238","          0","          0","      2,241","      2,241","      2,241","      2,247","      2,244","          0","          0","      2,241","      2,238","      2,241","      2,427","      2,079","          0","          0","      2,241","      2,427","      2,241","      2,241","          0","          0","          0","     45,030","     40,755","     48,372","     49,152","      2,244","          0","          0","      2,241","      2,238","      2,238","      2,241","      2,238","          0","          0","      2,241","      2,241","      2,241","      2,247","      2,244","          0","          0","      2,241","      2,238","      2,241","      2,427","      2,079","          0","          0","      2,241","      2,427","      2,241","      2,241","          0","          0","          0"
="G1163-ECB010",="",="","BOLT, MOTOR STATOR YOKE",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","       80","  1.04"," 1.0","1",="06","  5.76",="",="",="",="","      8,406",="20.0","      9,498",="18.0","     12,231",="21.0","     12,651",="21.0","        381","          0","          0","        342","        348","        360","        342","        348","          0","          0","        456","        417","        432","        414","        453","          0","          0","        435","        438","        432","        450","        378","          0","          0","        477","        519","        492","        492","          0","          0","          0","      8,406","      9,498","     12,231","     12,651","        381","          0","          0","        342","        348","        360","        342","        348","          0","          0","        456","        417","        432","        414","        453","          0","          0","        435","        438","        432","        450","        378","          0","          0","        477","        519","        492","        492","          0","          0","          0"
="G1163-ECE010",="",="","BOLT, MOTOR STATOR YOKE",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0024",="ÅiäîÅjê¬éRêªçÏèä",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","      100","  1.03"," 1.0","1",="06","  5.76",="",="",="",="","     36,624",="20.0","     31,257",="18.0","     36,141",="21.0","     36,501",="21.0","      1,863","          0","          0","      1,899","      1,890","      1,878","      1,899","      1,890","          0","          0","      1,785","      1,824","      1,809","      1,833","      1,791","          0","          0","      1,806","      1,800","      1,809","      1,977","      1,701","          0","          0","      1,764","      1,908","      1,749","      1,749","          0","          0","          0","     36,624","     31,257","     36,141","     36,501","      1,863","          0","          0","      1,899","      1,890","      1,878","      1,899","      1,890","          0","          0","      1,785","      1,824","      1,809","      1,833","      1,791","          0","          0","      1,806","      1,800","      1,809","      1,977","      1,701","          0","          0","      1,764","      1,908","      1,749","      1,749","          0","          0","          0"
="35145-ECE020",="",="","PLATE, OIL",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0030",="ÅiäîÅjêÛâÍà‰êªçÏèä",="01",="à¿èÈçHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.65"," 1.0","1",="04","  6.88",="",="",="",="","      8,119",="20.0","      7,422",="18.0","      8,736",="21.0","     10,438",="21.0","        411","          0","          0","        417","        420","        422","        423","        414","          0","          0","        391","        390","        392","        401","        387","          0","          0","        398","        402","        417","        443","        369","          0","          0","        402","        432","        391","        397","          0","          0","          0","      8,119","      7,422","      8,736","     10,438","        411","          0","          0","        417","        420","        422","        423","        414","          0","          0","        391","        390","        392","        401","        387","          0","          0","        398","        402","        417","        443","        369","          0","          0","        402","        432","        391","        397","          0","          0","          0"
="35174-ECB010",="",=" A","PLATE, OIL RESERVOIR LOCK",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0030",="ÅiäîÅjêÛâÍà‰êªçÏèä",="01",="à¿èÈçHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-332  ›÷≥","       20","  0.91"," 1.0","1",="04","  6.88",="",="",="",="","      6,891",="20.0","      6,163",="18.0","      7,388",="21.0","      5,946",="21.0","        337","          0","          0","        330","        326","        324","        324","        332","          0","          0","        356","        357","        355","        348","        361","          0","          0","        349","        344","        330","        366","        324","          0","          0","        345","        377","        356","        350","          0","          0","          0","      6,891","      6,163","      7,388","      5,946","        337","          0","          0","        330","        326","        324","        324","        332","          0","          0","        356","        357","        355","        348","        361","          0","          0","        349","        344","        330","        366","        324","          0","          0","        345","        377","        356","        350","          0","          0","          0"
="35174-ECE010",="",="","PLATE, OIL RESERVOIR LOCK",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0030",="ÅiäîÅjêÛâÍà‰êªçÏèä",="01",="à¿èÈçHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-332  ›÷≥","       40","  0.87"," 1.0","1",="04","  6.88",="",="",="",="","      8,119",="20.0","      7,422",="18.0","      8,736",="21.0","     10,438",="21.0","        411","          0","          0","        417","        420","        422","        423","        414","          0","          0","        391","        390","        392","        401","        387","          0","          0","        398","        402","        417","        443","        369","          0","          0","        402","        432","        391","        397","          0","          0","          0","      8,119","      7,422","      8,736","     10,438","        411","          0","          0","        417","        420","        422","        423","        414","          0","          0","        391","        390","        392","        401","        387","          0","          0","        398","        402","        417","        443","        369","          0","          0","        402","        432","        391","        397","          0","          0","          0"
="35174-ECE020",="",="","PLATE, OIL RESERVOIR LOCK",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0030",="ÅiäîÅjêÛâÍà‰êªçÏèä",="01",="à¿èÈçHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","       90","  0.63"," 3.0","1",="04","  6.88",="",="",="",="","      8,119",="20.0","      7,422",="18.0","      8,736",="21.0","     10,438",="21.0","        411","          0","          0","        417","        420","        422","        423","        414","          0","          0","        391","        390","        392","        401","        387","          0","          0","        398","        402","        417","        443","        369","          0","          0","        402","        432","        391","        397","          0","          0","          0","      8,119","      7,422","      8,736","     10,438","        411","          0","          0","        417","        420","        422","        423","        414","          0","          0","        391","        390","        392","        401","        387","          0","          0","        398","        402","        417","        443","        369","          0","          0","        402","        432","        391","        397","          0","          0","          0"
="35312-ECB010",="",="","COVER, TRANSMISSION, OIL PUMP",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0038",="ÅiäîÅjàÆçHã∆èä",="01",="ñ{é–çHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-331  ›÷≥","       63","  0.59"," 1.0","1",="01","  1.90",="",="",="",="","      6,891",="20.0","      6,163",="18.0","      7,388",="21.0","      5,946",="21.0","        337","          0","          0","        330","        326","        324","        324","        332","          0","          0","        356","        357","        355","        348","        361","          0","          0","        349","        344","        330","        366","        324","          0","          0","        345","        377","        356","        350","          0","          0","          0","      6,891","      6,163","      7,388","      5,946","        337","          0","          0","        330","        326","        324","        324","        332","          0","          0","        356","        357","        355","        348","        361","          0","          0","        349","        344","        330","        366","        324","          0","          0","        345","        377","        356","        350","          0","          0","          0"
="01912-ECB040",="",=" A","CAP, SHIPPING",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="0155",="à§éYé˜éâçHã∆ÅiäîÅj",="01",="ñ{é–çHèÍ",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-342  ›÷≥","       40","  0.25"," 1.0","1",="01","  2.12",="",="",="",="","     17,064",="24.0","     15,213",="18.0","     18,250",="21.0","     18,488",="21.0","        748","        376","          0","        797","        746","        796","        797","        746","        376","          0","        797","        747","        797","        799","        748","        376","          0","        797","        746","        797","        859","        693","        376","          0","        797","        809","        797","        747","          0","          0","          0","     17,064","     15,213","     18,250","     18,488","        748","        376","          0","        797","        746","        796","        797","        746","        376","          0","        797","        747","        797","        799","        748","        376","          0","        797","        746","        797","        859","        693","        376","          0","        797","        809","        797","        747","          0","          0","          0"
